Data as of,Start Week,End Week,State,Condition Group,Condition,ICD10_codes,Age Group,COVID-19 Deaths,Number of Mentions,Flag
12/20/2020,02/01/2020,12/19/2020,NM,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",85+,115,151,
12/20/2020,02/01/2020,12/19/2020,NM,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",Not stated,0,0,
12/20/2020,02/01/2020,12/19/2020,NM,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",All Ages,497,708,
12/20/2020,02/01/2020,12/19/2020,NM,COVID-19,COVID-19,U071,0-24,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/20/2020,02/01/2020,12/19/2020,NM,COVID-19,COVID-19,U071,25-34,40,40,
12/20/2020,02/01/2020,12/19/2020,NM,COVID-19,COVID-19,U071,35-44,70,70,
12/20/2020,02/01/2020,12/19/2020,NM,COVID-19,COVID-19,U071,45-54,117,117,
12/20/2020,02/01/2020,12/19/2020,NM,COVID-19,COVID-19,U071,55-64,223,223,
12/20/2020,02/01/2020,12/19/2020,NM,COVID-19,COVID-19,U071,65-74,377,377,
12/20/2020,02/01/2020,12/19/2020,NM,COVID-19,COVID-19,U071,75-84,415,415,
12/20/2020,02/01/2020,12/19/2020,NM,COVID-19,COVID-19,U071,85+,419,419,
12/20/2020,02/01/2020,12/19/2020,NM,COVID-19,COVID-19,U071,Not stated,0,0,
12/20/2020,02/01/2020,12/19/2020,NM,COVID-19,COVID-19,U071,All Ages,1664,1664,
12/20/2020,02/01/2020,12/19/2020,NY,Respiratory diseases,Influenza and pneumonia,J09-J18,0-24,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/20/2020,02/01/2020,12/19/2020,NY,Respiratory diseases,Influenza and pneumonia,J09-J18,25-34,36,37,
12/20/2020,02/01/2020,12/19/2020,NY,Respiratory diseases,Influenza and pneumonia,J09-J18,35-44,87,89,
12/20/2020,02/01/2020,12/19/2020,NY,Respiratory diseases,Influenza and pneumonia,J09-J18,45-54,276,278,
12/20/2020,02/01/2020,12/19/2020,NY,Respiratory diseases,Influenza and pneumonia,J09-J18,55-64,728,734,
12/20/2020,02/01/2020,12/19/2020,NY,Respiratory diseases,Influenza and pneumonia,J09-J18,65-74,1244,1251,
12/20/2020,02/01/2020,12/19/2020,NY,Respiratory diseases,Influenza and pneumonia,J09-J18,75-84,1587,1600,
12/20/2020,02/01/2020,12/19/2020,NY,Respiratory diseases,Influenza and pneumonia,J09-J18,85+,2040,2048,
12/20/2020,02/01/2020,12/19/2020,NY,Respiratory diseases,Influenza and pneumonia,J09-J18,Not stated,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/20/2020,02/01/2020,12/19/2020,NY,Respiratory diseases,Influenza and pneumonia,J09-J18,All Ages,6007,6046,
12/20/2020,02/01/2020,12/19/2020,NY,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,0-24,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/20/2020,02/01/2020,12/19/2020,NY,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,25-34,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/20/2020,02/01/2020,12/19/2020,NY,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,35-44,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/20/2020,02/01/2020,12/19/2020,NY,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,45-54,20,21,
12/20/2020,02/01/2020,12/19/2020,NY,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,55-64,83,89,
12/20/2020,02/01/2020,12/19/2020,NY,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,65-74,212,217,
12/20/2020,02/01/2020,12/19/2020,NY,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,75-84,256,264,
12/20/2020,02/01/2020,12/19/2020,NY,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,85+,324,331,
12/20/2020,02/01/2020,12/19/2020,NY,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,Not stated,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/20/2020,02/01/2020,12/19/2020,NY,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,All Ages,903,930,
12/20/2020,02/01/2020,12/19/2020,NY,Respiratory diseases,Adult respiratory distress syndrome,J80,0-24,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/20/2020,02/01/2020,12/19/2020,NY,Respiratory diseases,Adult respiratory distress syndrome,J80,25-34,11,11,
12/20/2020,02/01/2020,12/19/2020,NY,Respiratory diseases,Adult respiratory distress syndrome,J80,35-44,49,49,
12/20/2020,02/01/2020,12/19/2020,NY,Respiratory diseases,Adult respiratory distress syndrome,J80,45-54,180,180,
12/20/2020,02/01/2020,12/19/2020,NY,Respiratory diseases,Adult respiratory distress syndrome,J80,55-64,406,406,
12/20/2020,02/01/2020,12/19/2020,NY,Respiratory diseases,Adult respiratory distress syndrome,J80,65-74,635,635,
12/20/2020,02/01/2020,12/19/2020,NY,Respiratory diseases,Adult respiratory distress syndrome,J80,75-84,630,630,
12/20/2020,02/01/2020,12/19/2020,NY,Respiratory diseases,Adult respiratory distress syndrome,J80,85+,630,630,
12/20/2020,02/01/2020,12/19/2020,NY,Respiratory diseases,Adult respiratory distress syndrome,J80,Not stated,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/20/2020,02/01/2020,12/19/2020,NY,Respiratory diseases,Adult respiratory distress syndrome,J80,All Ages,2546,2546,
12/20/2020,02/01/2020,12/19/2020,NY,Respiratory diseases,Respiratory failure,J96,0-24,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/20/2020,02/01/2020,12/19/2020,NY,Respiratory diseases,Respiratory failure,J96,25-34,25,25,
12/20/2020,02/01/2020,12/19/2020,NY,Respiratory diseases,Respiratory failure,J96,35-44,66,66,
12/20/2020,02/01/2020,12/19/2020,NY,Respiratory diseases,Respiratory failure,J96,45-54,195,197,
12/20/2020,02/01/2020,12/19/2020,NY,Respiratory diseases,Respiratory failure,J96,55-64,535,541,
12/20/2020,02/01/2020,12/19/2020,NY,Respiratory diseases,Respiratory failure,J96,65-74,968,987,
12/20/2020,02/01/2020,12/19/2020,NY,Respiratory diseases,Respiratory failure,J96,75-84,1238,1257,
12/20/2020,02/01/2020,12/19/2020,NY,Respiratory diseases,Respiratory failure,J96,85+,1490,1500,
12/20/2020,02/01/2020,12/19/2020,NY,Respiratory diseases,Respiratory failure,J96,Not stated,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/20/2020,02/01/2020,12/19/2020,NY,Respiratory diseases,Respiratory failure,J96,All Ages,4522,4578,
12/20/2020,02/01/2020,12/19/2020,NY,Respiratory diseases,Respiratory arrest,R09.2,0-24,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/20/2020,02/01/2020,12/19/2020,NY,Respiratory diseases,Respiratory arrest,R09.2,25-34,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/20/2020,02/01/2020,12/19/2020,NY,Respiratory diseases,Respiratory arrest,R09.2,35-44,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/20/2020,02/01/2020,12/19/2020,NY,Respiratory diseases,Respiratory arrest,R09.2,45-54,15,15,
12/20/2020,02/01/2020,12/19/2020,NY,Respiratory diseases,Respiratory arrest,R09.2,55-64,41,41,
12/20/2020,02/01/2020,12/19/2020,NY,Respiratory diseases,Respiratory arrest,R09.2,65-74,82,82,
12/20/2020,02/01/2020,12/19/2020,NY,Respiratory diseases,Respiratory arrest,R09.2,75-84,132,132,
12/20/2020,02/01/2020,12/19/2020,NY,Respiratory diseases,Respiratory arrest,R09.2,85+,187,187,
12/20/2020,02/01/2020,12/19/2020,NY,Respiratory diseases,Respiratory arrest,R09.2,Not stated,0,0,
12/20/2020,02/01/2020,12/19/2020,NY,Respiratory diseases,Respiratory arrest,R09.2,All Ages,467,467,
12/20/2020,02/01/2020,12/19/2020,NY,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",0-24,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/20/2020,02/01/2020,12/19/2020,NY,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",25-34,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/20/2020,02/01/2020,12/19/2020,NY,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",35-44,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/20/2020,02/01/2020,12/19/2020,NY,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",45-54,14,14,
12/20/2020,02/01/2020,12/19/2020,NY,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",55-64,36,37,
12/20/2020,02/01/2020,12/19/2020,NY,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",65-74,72,73,
12/20/2020,02/01/2020,12/19/2020,NY,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",75-84,74,75,
12/20/2020,02/01/2020,12/19/2020,NY,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",85+,103,103,
12/20/2020,02/01/2020,12/19/2020,NY,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",Not stated,0,0,
12/20/2020,02/01/2020,12/19/2020,NY,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",All Ages,310,313,
12/20/2020,02/01/2020,12/19/2020,NY,Circulatory diseases,Hypertensive diseases,I10-I15,0-24,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/20/2020,02/01/2020,12/19/2020,NY,Circulatory diseases,Hypertensive diseases,I10-I15,25-34,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/20/2020,02/01/2020,12/19/2020,NY,Circulatory diseases,Hypertensive diseases,I10-I15,35-44,17,17,
12/20/2020,02/01/2020,12/19/2020,NY,Circulatory diseases,Hypertensive diseases,I10-I15,45-54,60,60,
12/20/2020,02/01/2020,12/19/2020,NY,Circulatory diseases,Hypertensive diseases,I10-I15,55-64,183,183,
12/20/2020,02/01/2020,12/19/2020,NY,Circulatory diseases,Hypertensive diseases,I10-I15,65-74,375,376,
12/20/2020,02/01/2020,12/19/2020,NY,Circulatory diseases,Hypertensive diseases,I10-I15,75-84,494,496,
12/20/2020,02/01/2020,12/19/2020,NY,Circulatory diseases,Hypertensive diseases,I10-I15,85+,770,779,
12/20/2020,02/01/2020,12/19/2020,NY,Circulatory diseases,Hypertensive diseases,I10-I15,Not stated,0,0,
12/20/2020,02/01/2020,12/19/2020,NY,Circulatory diseases,Hypertensive diseases,I10-I15,All Ages,1903,1915,
12/20/2020,02/01/2020,12/19/2020,NY,Circulatory diseases,Ischemic heart disease,I20-I25,0-24,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/20/2020,02/01/2020,12/19/2020,NY,Circulatory diseases,Ischemic heart disease,I20-I25,25-34,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/20/2020,02/01/2020,12/19/2020,NY,Circulatory diseases,Ischemic heart disease,I20-I25,35-44,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/20/2020,02/01/2020,12/19/2020,NY,Circulatory diseases,Ischemic heart disease,I20-I25,45-54,18,18,
12/20/2020,02/01/2020,12/19/2020,NY,Circulatory diseases,Ischemic heart disease,I20-I25,55-64,102,106,
12/20/2020,02/01/2020,12/19/2020,NY,Circulatory diseases,Ischemic heart disease,I20-I25,65-74,207,224,
12/20/2020,02/01/2020,12/19/2020,NY,Circulatory diseases,Ischemic heart disease,I20-I25,75-84,363,385,
12/20/2020,02/01/2020,12/19/2020,NY,Circulatory diseases,Ischemic heart disease,I20-I25,85+,613,639,
12/20/2020,02/01/2020,12/19/2020,NY,Circulatory diseases,Ischemic heart disease,I20-I25,Not stated,0,0,
12/20/2020,02/01/2020,12/19/2020,NY,Circulatory diseases,Ischemic heart disease,I20-I25,All Ages,1311,1380,
12/20/2020,02/01/2020,12/19/2020,NY,Circulatory diseases,Cardiac arrest,I46,0-24,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/20/2020,02/01/2020,12/19/2020,NY,Circulatory diseases,Cardiac arrest,I46,25-34,21,21,
12/20/2020,02/01/2020,12/19/2020,NY,Circulatory diseases,Cardiac arrest,I46,35-44,49,49,
12/20/2020,02/01/2020,12/19/2020,NY,Circulatory diseases,Cardiac arrest,I46,45-54,160,160,
12/20/2020,02/01/2020,12/19/2020,NY,Circulatory diseases,Cardiac arrest,I46,55-64,412,412,
12/20/2020,02/01/2020,12/19/2020,NY,Circulatory diseases,Cardiac arrest,I46,65-74,749,749,
12/20/2020,02/01/2020,12/19/2020,NY,Circulatory diseases,Cardiac arrest,I46,75-84,898,898,
12/20/2020,02/01/2020,12/19/2020,NY,Circulatory diseases,Cardiac arrest,I46,85+,1199,1199,
12/20/2020,02/01/2020,12/19/2020,NY,Circulatory diseases,Cardiac arrest,I46,Not stated,0,0,
12/20/2020,02/01/2020,12/19/2020,NY,Circulatory diseases,Cardiac arrest,I46,All Ages,3491,3491,
12/20/2020,02/01/2020,12/19/2020,NY,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",0-24,0,0,
12/20/2020,02/01/2020,12/19/2020,NY,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",25-34,0,0,
12/20/2020,02/01/2020,12/19/2020,NY,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",35-44,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/20/2020,02/01/2020,12/19/2020,NY,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",45-54,12,14,
12/20/2020,02/01/2020,12/19/2020,NY,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",55-64,44,45,
12/20/2020,02/01/2020,12/19/2020,NY,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",65-74,107,110,
12/20/2020,02/01/2020,12/19/2020,NY,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",75-84,196,196,
12/20/2020,02/01/2020,12/19/2020,NY,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",85+,347,353,
12/20/2020,02/01/2020,12/19/2020,NY,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",Not stated,0,0,
12/20/2020,02/01/2020,12/19/2020,NY,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",All Ages,707,719,
12/20/2020,02/01/2020,12/19/2020,NY,Circulatory diseases,Heart failure,I50,0-24,0,0,
12/20/2020,02/01/2020,12/19/2020,NY,Circulatory diseases,Heart failure,I50,25-34,0,0,
12/20/2020,02/01/2020,12/19/2020,NY,Circulatory diseases,Heart failure,I50,35-44,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/20/2020,02/01/2020,12/19/2020,NY,Circulatory diseases,Heart failure,I50,45-54,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/20/2020,02/01/2020,12/19/2020,NY,Circulatory diseases,Heart failure,I50,55-64,40,40,
12/20/2020,02/01/2020,12/19/2020,NY,Circulatory diseases,Heart failure,I50,65-74,98,98,
12/20/2020,02/01/2020,12/19/2020,NY,Circulatory diseases,Heart failure,I50,75-84,164,164,
12/20/2020,02/01/2020,12/19/2020,NY,Circulatory diseases,Heart failure,I50,85+,386,386,
12/20/2020,02/01/2020,12/19/2020,NY,Circulatory diseases,Heart failure,I50,Not stated,0,0,
12/20/2020,02/01/2020,12/19/2020,NY,Circulatory diseases,Heart failure,I50,All Ages,696,696,
12/20/2020,02/01/2020,12/19/2020,NY,Circulatory diseases,Cerebrovascular diseases,I60-I69,0-24,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/20/2020,02/01/2020,12/19/2020,NY,Circulatory diseases,Cerebrovascular diseases,I60-I69,25-34,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/20/2020,02/01/2020,12/19/2020,NY,Circulatory diseases,Cerebrovascular diseases,I60-I69,35-44,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/20/2020,02/01/2020,12/19/2020,NY,Circulatory diseases,Cerebrovascular diseases,I60-I69,45-54,11,11,
12/20/2020,02/01/2020,12/19/2020,NY,Circulatory diseases,Cerebrovascular diseases,I60-I69,55-64,47,48,
12/20/2020,02/01/2020,12/19/2020,NY,Circulatory diseases,Cerebrovascular diseases,I60-I69,65-74,77,80,
12/20/2020,02/01/2020,12/19/2020,NY,Circulatory diseases,Cerebrovascular diseases,I60-I69,75-84,138,141,
12/20/2020,02/01/2020,12/19/2020,NY,Circulatory diseases,Cerebrovascular diseases,I60-I69,85+,169,172,
12/20/2020,02/01/2020,12/19/2020,NY,Circulatory diseases,Cerebrovascular diseases,I60-I69,Not stated,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/20/2020,02/01/2020,12/19/2020,NY,Circulatory diseases,Cerebrovascular diseases,I60-I69,All Ages,448,459,
12/20/2020,02/01/2020,12/19/2020,NY,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",0-24,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/20/2020,02/01/2020,12/19/2020,NY,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",25-34,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/20/2020,02/01/2020,12/19/2020,NY,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",35-44,,13,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/20/2020,02/01/2020,12/19/2020,NY,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",45-54,27,28,
12/20/2020,02/01/2020,12/19/2020,NY,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",55-64,67,75,
12/20/2020,02/01/2020,12/19/2020,NY,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",65-74,143,153,
12/20/2020,02/01/2020,12/19/2020,NY,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",75-84,155,166,
12/20/2020,02/01/2020,12/19/2020,NY,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",85+,238,258,
12/20/2020,02/01/2020,12/19/2020,NY,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",Not stated,0,0,
12/20/2020,02/01/2020,12/19/2020,NY,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",All Ages,647,702,
12/20/2020,02/01/2020,12/19/2020,NY,Sepsis,Sepsis,A40-A41,0-24,0,0,
12/20/2020,02/01/2020,12/19/2020,NY,Sepsis,Sepsis,A40-A41,25-34,14,14,
12/20/2020,02/01/2020,12/19/2020,NY,Sepsis,Sepsis,A40-A41,35-44,25,25,
12/20/2020,02/01/2020,12/19/2020,NY,Sepsis,Sepsis,A40-A41,45-54,50,50,
12/20/2020,02/01/2020,12/19/2020,NY,Sepsis,Sepsis,A40-A41,55-64,128,128,
12/20/2020,02/01/2020,12/19/2020,NY,Sepsis,Sepsis,A40-A41,65-74,235,235,
12/20/2020,02/01/2020,12/19/2020,NY,Sepsis,Sepsis,A40-A41,75-84,231,232,
12/20/2020,02/01/2020,12/19/2020,NY,Sepsis,Sepsis,A40-A41,85+,226,226,
12/20/2020,02/01/2020,12/19/2020,NY,Sepsis,Sepsis,A40-A41,Not stated,0,0,
12/20/2020,02/01/2020,12/19/2020,NY,Sepsis,Sepsis,A40-A41,All Ages,909,910,
12/20/2020,02/01/2020,12/19/2020,NY,Malignant neoplasms,Malignant neoplasms,C00-C97,0-24,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/20/2020,02/01/2020,12/19/2020,NY,Malignant neoplasms,Malignant neoplasms,C00-C97,25-34,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/20/2020,02/01/2020,12/19/2020,NY,Malignant neoplasms,Malignant neoplasms,C00-C97,35-44,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/20/2020,02/01/2020,12/19/2020,NY,Malignant neoplasms,Malignant neoplasms,C00-C97,45-54,15,19,
12/20/2020,02/01/2020,12/19/2020,NY,Malignant neoplasms,Malignant neoplasms,C00-C97,55-64,69,84,
12/20/2020,02/01/2020,12/19/2020,NY,Malignant neoplasms,Malignant neoplasms,C00-C97,65-74,131,157,
12/20/2020,02/01/2020,12/19/2020,NY,Malignant neoplasms,Malignant neoplasms,C00-C97,75-84,160,184,
12/20/2020,02/01/2020,12/19/2020,NY,Malignant neoplasms,Malignant neoplasms,C00-C97,85+,150,170,
12/20/2020,02/01/2020,12/19/2020,NY,Malignant neoplasms,Malignant neoplasms,C00-C97,Not stated,0,0,
12/20/2020,02/01/2020,12/19/2020,NY,Malignant neoplasms,Malignant neoplasms,C00-C97,All Ages,537,626,
12/20/2020,02/01/2020,12/19/2020,NY,Diabetes,Diabetes,E10-E14,0-24,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/20/2020,02/01/2020,12/19/2020,NY,Diabetes,Diabetes,E10-E14,25-34,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/20/2020,02/01/2020,12/19/2020,NY,Diabetes,Diabetes,E10-E14,35-44,33,33,
12/20/2020,02/01/2020,12/19/2020,NY,Diabetes,Diabetes,E10-E14,45-54,72,73,
12/20/2020,02/01/2020,12/19/2020,NY,Diabetes,Diabetes,E10-E14,55-64,216,217,
12/20/2020,02/01/2020,12/19/2020,NY,Diabetes,Diabetes,E10-E14,65-74,336,337,
12/20/2020,02/01/2020,12/19/2020,NY,Diabetes,Diabetes,E10-E14,75-84,350,352,
12/20/2020,02/01/2020,12/19/2020,NY,Diabetes,Diabetes,E10-E14,85+,327,332,
12/20/2020,02/01/2020,12/19/2020,NY,Diabetes,Diabetes,E10-E14,Not stated,0,0,
12/20/2020,02/01/2020,12/19/2020,NY,Diabetes,Diabetes,E10-E14,All Ages,1342,1352,
12/20/2020,02/01/2020,12/19/2020,NY,Obesity,Obesity,E65-E68,0-24,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/20/2020,02/01/2020,12/19/2020,NY,Obesity,Obesity,E65-E68,25-34,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/20/2020,02/01/2020,12/19/2020,NY,Obesity,Obesity,E65-E68,35-44,34,34,
12/20/2020,02/01/2020,12/19/2020,NY,Obesity,Obesity,E65-E68,45-54,55,55,
12/20/2020,02/01/2020,12/19/2020,NY,Obesity,Obesity,E65-E68,55-64,54,54,
12/20/2020,02/01/2020,12/19/2020,NY,Obesity,Obesity,E65-E68,65-74,47,47,
12/20/2020,02/01/2020,12/19/2020,NY,Obesity,Obesity,E65-E68,75-84,35,35,
12/20/2020,02/01/2020,12/19/2020,NY,Obesity,Obesity,E65-E68,85+,19,19,
12/20/2020,02/01/2020,12/19/2020,NY,Obesity,Obesity,E65-E68,Not stated,0,0,
12/20/2020,02/01/2020,12/19/2020,NY,Obesity,Obesity,E65-E68,All Ages,257,257,
12/20/2020,02/01/2020,12/19/2020,NY,Alzheimer disease,Alzheimer disease,G30,0-24,0,0,
12/20/2020,02/01/2020,12/19/2020,NY,Alzheimer disease,Alzheimer disease,G30,25-34,0,0,
12/20/2020,02/01/2020,12/19/2020,NY,Alzheimer disease,Alzheimer disease,G30,35-44,0,0,
12/20/2020,02/01/2020,12/19/2020,NY,Alzheimer disease,Alzheimer disease,G30,45-54,0,0,
12/20/2020,02/01/2020,12/19/2020,NY,Alzheimer disease,Alzheimer disease,G30,55-64,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/20/2020,02/01/2020,12/19/2020,NY,Alzheimer disease,Alzheimer disease,G30,65-74,17,17,
12/20/2020,02/01/2020,12/19/2020,NY,Alzheimer disease,Alzheimer disease,G30,75-84,83,83,
12/20/2020,02/01/2020,12/19/2020,NY,Alzheimer disease,Alzheimer disease,G30,85+,192,192,
12/20/2020,02/01/2020,12/19/2020,NY,Alzheimer disease,Alzheimer disease,G30,Not stated,0,0,
12/20/2020,02/01/2020,12/19/2020,NY,Alzheimer disease,Alzheimer disease,G30,All Ages,296,296,
12/20/2020,02/01/2020,12/19/2020,NY,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",0-24,0,0,
12/20/2020,02/01/2020,12/19/2020,NY,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",25-34,0,0,
12/20/2020,02/01/2020,12/19/2020,NY,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",35-44,0,0,
12/20/2020,02/01/2020,12/19/2020,NY,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",45-54,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/20/2020,02/01/2020,12/19/2020,NY,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",55-64,14,14,
12/20/2020,02/01/2020,12/19/2020,NY,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",65-74,103,103,
12/20/2020,02/01/2020,12/19/2020,NY,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",75-84,363,363,
12/20/2020,02/01/2020,12/19/2020,NY,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",85+,956,957,
